label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
Text,43,17,8,13,TRAIN_00054.jpg,388,36
Text,88,11,15,17,TRAIN_00054.jpg,388,36
Text,108,15,13,13,TRAIN_00054.jpg,388,36
Text,126,10,13,20,TRAIN_00054.jpg,388,36
Text,144,12,11,16,TRAIN_00054.jpg,388,36
Text,160,13,15,18,TRAIN_00054.jpg,388,36
Text,177,11,14,20,TRAIN_00054.jpg,388,36
Text,194,8,13,21,TRAIN_00054.jpg,388,36
Text,19,7,14,20,TRAIN_00055.jpg,284,31
Text,36,8,13,18,TRAIN_00055.jpg,284,31
Text,51,12,13,11,TRAIN_00055.jpg,284,31
Text,66,8,14,15,TRAIN_00055.jpg,284,31
Text,82,5,14,20,TRAIN_00055.jpg,284,31
Text,98,8,14,15,TRAIN_00055.jpg,284,31
Text,13,2,19,25,TRAIN_00056.jpg,284,31
Text,32,4,12,21,TRAIN_00056.jpg,284,31
Text,46,4,13,22,TRAIN_00056.jpg,284,31
Text,63,2,15,22,TRAIN_00056.jpg,284,31
Text,10,12,12,16,TRAIN_00057.jpg,324,44
Text,26,8,12,19,TRAIN_00057.jpg,324,44
Text,42,11,16,17,TRAIN_00057.jpg,324,44
Text,61,12,15,16,TRAIN_00057.jpg,324,44
Text,80,13,15,13,TRAIN_00057.jpg,324,44
Text,97,12,14,18,TRAIN_00057.jpg,324,44
Text,114,9,11,20,TRAIN_00057.jpg,324,44
Text,130,12,15,18,TRAIN_00057.jpg,324,44
Text,33,3,9,14,TRAIN_00058.jpg,284,64
Text,42,3,9,13,TRAIN_00058.jpg,284,64
Text,52,4,8,13,TRAIN_00058.jpg,284,64
Text,61,3,9,14,TRAIN_00058.jpg,284,64
Text,70,3,9,14,TRAIN_00058.jpg,284,64
Text,79,2,12,14,TRAIN_00058.jpg,284,64
Text,31,36,16,16,TRAIN_00058.jpg,284,64
Text,48,38,11,15,TRAIN_00058.jpg,284,64
Text,64,36,11,16,TRAIN_00058.jpg,284,64
Text,81,34,9,19,TRAIN_00058.jpg,284,64
Text,95,38,14,15,TRAIN_00058.jpg,284,64
Text,18,10,15,16,TRAIN_00059.jpg,284,31
Text,34,8,9,17,TRAIN_00059.jpg,284,31
Text,48,9,12,14,TRAIN_00059.jpg,284,31
Text,65,10,14,13,TRAIN_00059.jpg,284,31
Text,82,8,8,15,TRAIN_00059.jpg,284,31
Text,96,8,10,14,TRAIN_00059.jpg,284,31
Text,111,10,12,13,TRAIN_00059.jpg,284,31
Text,6,14,11,13,TRAIN_00060.jpg,388,36
Text,16,14,9,13,TRAIN_00060.jpg,388,36
Text,25,12,13,16,TRAIN_00060.jpg,388,36
Text,40,14,9,13,TRAIN_00060.jpg,388,36
Text,84,12,17,18,TRAIN_00060.jpg,388,36
Text,102,12,9,16,TRAIN_00060.jpg,388,36
Text,115,12,14,18,TRAIN_00060.jpg,388,36
Text,136,15,13,14,TRAIN_00060.jpg,388,36
Text,156,12,14,17,TRAIN_00060.jpg,388,36
Text,172,12,15,17,TRAIN_00060.jpg,388,36
Text,194,16,11,9,TRAIN_00060.jpg,388,36
Text,210,15,14,16,TRAIN_00060.jpg,388,36
Text,227,13,13,20,TRAIN_00060.jpg,388,36
Text,245,12,18,18,TRAIN_00060.jpg,388,36
Text,263,14,13,16,TRAIN_00060.jpg,388,36
Text,282,13,14,18,TRAIN_00060.jpg,388,36
Text,298,14,15,17,TRAIN_00060.jpg,388,36
Text,318,14,14,17,TRAIN_00060.jpg,388,36
Text,335,14,17,18,TRAIN_00060.jpg,388,36
Text,7,15,15,19,TRAIN_00061.jpg,324,44
Text,27,15,13,17,TRAIN_00061.jpg,324,44
Text,44,14,13,18,TRAIN_00061.jpg,324,44
Text,62,15,15,18,TRAIN_00061.jpg,324,44
Text,78,16,14,17,TRAIN_00061.jpg,324,44
Text,94,13,20,17,TRAIN_00061.jpg,324,44
Text,19,8,12,15,TRAIN_00062.jpg,284,31
Text,34,8,13,16,TRAIN_00062.jpg,284,31
Text,50,7,15,17,TRAIN_00062.jpg,284,31
Text,67,10,12,15,TRAIN_00062.jpg,284,31
Text,82,8,12,16,TRAIN_00062.jpg,284,31
Text,97,7,13,17,TRAIN_00062.jpg,284,31
Text,24,6,14,16,TRAIN_00063.jpg,284,31
Text,41,7,13,15,TRAIN_00063.jpg,284,31
Text,55,8,14,14,TRAIN_00063.jpg,284,31
Text,73,6,7,15,TRAIN_00063.jpg,284,31
Text,1,16,11,14,TRAIN_00064.jpg,388,36
Text,12,15,9,16,TRAIN_00064.jpg,388,36
Text,21,15,13,15,TRAIN_00064.jpg,388,36
Text,34,17,7,13,TRAIN_00064.jpg,388,36
Text,77,17,16,18,TRAIN_00064.jpg,388,36
Text,96,18,13,17,TRAIN_00064.jpg,388,36
Text,115,20,15,15,TRAIN_00064.jpg,388,36
Text,135,20,16,16,TRAIN_00064.jpg,388,36
Text,153,19,12,16,TRAIN_00064.jpg,388,36
Text,168,23,15,13,TRAIN_00064.jpg,388,36
Text,8,11,13,17,TRAIN_00065.jpg,324,44
Text,26,12,15,18,TRAIN_00065.jpg,324,44
Text,43,13,16,15,TRAIN_00065.jpg,324,44
Text,62,8,11,19,TRAIN_00065.jpg,324,44
Text,75,10,21,17,TRAIN_00065.jpg,324,44
Text,97,13,14,14,TRAIN_00065.jpg,324,44
Text,114,15,14,14,TRAIN_00065.jpg,324,44
Text,23,10,13,16,TRAIN_00066.jpg,284,31
Text,40,10,9,16,TRAIN_00066.jpg,284,31
Text,56,14,13,14,TRAIN_00066.jpg,284,31
Text,70,13,13,16,TRAIN_00066.jpg,284,31
Text,85,12,14,15,TRAIN_00066.jpg,284,31
Text,29,4,11,14,TRAIN_00067.jpg,284,64
Text,40,4,9,13,TRAIN_00067.jpg,284,64
Text,49,4,9,14,TRAIN_00067.jpg,284,64
Text,57,4,10,14,TRAIN_00067.jpg,284,64
Text,66,4,9,14,TRAIN_00067.jpg,284,64
Text,76,4,12,14,TRAIN_00067.jpg,284,64
Text,29,38,13,17,TRAIN_00067.jpg,284,64
Text,47,38,6,15,TRAIN_00067.jpg,284,64
Text,60,37,13,17,TRAIN_00067.jpg,284,64
Text,75,40,12,12,TRAIN_00067.jpg,284,64
Text,89,36,14,18,TRAIN_00067.jpg,284,64
Text,29,9,10,13,TRAIN_00068.jpg,284,50
Text,40,9,10,13,TRAIN_00068.jpg,284,50
Text,50,9,12,14,TRAIN_00068.jpg,284,50
Text,28,28,12,15,TRAIN_00068.jpg,284,50
Text,43,28,10,15,TRAIN_00068.jpg,284,50
Text,59,27,12,16,TRAIN_00068.jpg,284,50
Text,75,28,12,15,TRAIN_00068.jpg,284,50
Text,90,28,12,15,TRAIN_00068.jpg,284,50
Text,107,31,9,8,TRAIN_00068.jpg,284,50
Text,120,29,16,14,TRAIN_00068.jpg,284,50
Text,136,29,11,15,TRAIN_00068.jpg,284,50
Text,150,29,14,14,TRAIN_00068.jpg,284,50
Text,167,27,12,15,TRAIN_00068.jpg,284,50
Text,182,28,14,17,TRAIN_00068.jpg,284,50
Text,4,4,10,14,TRAIN_00069.jpg,388,23
Text,14,5,9,14,TRAIN_00069.jpg,388,23
Text,23,3,9,16,TRAIN_00069.jpg,388,23
Text,31,3,9,15,TRAIN_00069.jpg,388,23
Text,41,3,8,13,TRAIN_00069.jpg,388,23
Text,49,3,14,14,TRAIN_00069.jpg,388,23
Text,63,4,7,15,TRAIN_00069.jpg,388,23
Text,84,3,14,17,TRAIN_00069.jpg,388,23
Text,105,2,14,18,TRAIN_00069.jpg,388,23
Text,121,0,13,19,TRAIN_00069.jpg,388,23
Text,137,0,16,20,TRAIN_00069.jpg,388,23
Text,28,4,11,12,TRAIN_00070.jpg,284,68
Text,39,3,10,13,TRAIN_00070.jpg,284,68
Text,48,3,10,13,TRAIN_00070.jpg,284,68
Text,56,4,9,12,TRAIN_00070.jpg,284,68
Text,65,4,10,12,TRAIN_00070.jpg,284,68
Text,75,5,12,11,TRAIN_00070.jpg,284,68
Text,29,36,13,19,TRAIN_00070.jpg,284,68
Text,43,36,14,17,TRAIN_00070.jpg,284,68
Text,59,37,15,16,TRAIN_00070.jpg,284,68
Text,74,35,11,17,TRAIN_00070.jpg,284,68
Text,87,34,11,18,TRAIN_00070.jpg,284,68
Text,103,34,17,17,TRAIN_00070.jpg,284,68
Text,31,9,10,13,TRAIN_00071.jpg,284,50
Text,40,9,10,13,TRAIN_00071.jpg,284,50
Text,51,9,10,13,TRAIN_00071.jpg,284,50
Text,28,27,13,15,TRAIN_00071.jpg,284,50
Text,47,32,10,9,TRAIN_00071.jpg,284,50
Text,61,25,10,15,TRAIN_00071.jpg,284,50
Text,76,30,10,12,TRAIN_00071.jpg,284,50
Text,91,31,12,10,TRAIN_00071.jpg,284,50
Text,106,32,11,10,TRAIN_00071.jpg,284,50
Text,125,32,8,9,TRAIN_00071.jpg,284,50
Text,138,27,9,13,TRAIN_00071.jpg,284,50
Text,150,27,15,15,TRAIN_00071.jpg,284,50
Text,2,14,11,15,TRAIN_00072.jpg,388,36
Text,12,15,10,14,TRAIN_00072.jpg,388,36
Text,22,14,13,15,TRAIN_00072.jpg,388,36
Text,36,16,7,14,TRAIN_00072.jpg,388,36
Text,81,13,16,20,TRAIN_00072.jpg,388,36
Text,99,11,13,20,TRAIN_00072.jpg,388,36
Text,118,15,15,15,TRAIN_00072.jpg,388,36
Text,135,15,14,16,TRAIN_00072.jpg,388,36
Text,154,14,12,16,TRAIN_00072.jpg,388,36
Text,172,16,12,16,TRAIN_00072.jpg,388,36
Text,189,14,13,17,TRAIN_00072.jpg,388,36
Text,207,16,12,15,TRAIN_00072.jpg,388,36
Text,33,3,9,13,TRAIN_00073.jpg,284,65
Text,43,3,9,13,TRAIN_00073.jpg,284,65
Text,53,3,7,13,TRAIN_00073.jpg,284,65
Text,61,3,9,13,TRAIN_00073.jpg,284,65
Text,70,3,9,13,TRAIN_00073.jpg,284,65
Text,80,3,11,13,TRAIN_00073.jpg,284,65
Text,35,35,14,20,TRAIN_00073.jpg,284,65
Text,51,35,11,18,TRAIN_00073.jpg,284,65
Text,64,33,13,17,TRAIN_00073.jpg,284,65
Text,79,36,11,17,TRAIN_00073.jpg,284,65
Text,96,34,12,17,TRAIN_00073.jpg,284,65
Text,110,37,9,16,TRAIN_00073.jpg,284,65
Text,125,35,8,15,TRAIN_00073.jpg,284,65
Text,140,36,14,14,TRAIN_00073.jpg,284,65
Text,10,14,15,19,TRAIN_00074.jpg,324,44
Text,28,14,14,18,TRAIN_00074.jpg,324,44
Text,46,14,14,20,TRAIN_00074.jpg,324,44
Text,62,14,15,19,TRAIN_00074.jpg,324,44
Text,81,11,12,20,TRAIN_00074.jpg,324,44
Text,98,14,15,17,TRAIN_00074.jpg,324,44
Text,117,15,14,16,TRAIN_00074.jpg,324,44
Text,137,14,13,17,TRAIN_00074.jpg,324,44
Text,152,15,13,14,TRAIN_00074.jpg,324,44
Text,6,9,16,21,TRAIN_00075.jpg,324,44
Text,26,11,14,18,TRAIN_00075.jpg,324,44
Text,44,11,15,18,TRAIN_00075.jpg,324,44
Text,59,11,12,18,TRAIN_00075.jpg,324,44
Text,78,12,15,16,TRAIN_00075.jpg,324,44
Text,98,13,14,16,TRAIN_00075.jpg,324,44
Text,19,9,15,15,TRAIN_00076.jpg,284,31
Text,36,9,13,15,TRAIN_00076.jpg,284,31
Text,52,7,9,16,TRAIN_00076.jpg,284,31
Text,66,8,13,16,TRAIN_00076.jpg,284,31
Text,82,7,13,16,TRAIN_00076.jpg,284,31
Text,18,8,12,21,TRAIN_00077.jpg,284,31
Text,33,8,16,21,TRAIN_00077.jpg,284,31
Text,50,6,13,21,TRAIN_00077.jpg,284,31
Text,64,10,15,17,TRAIN_00077.jpg,284,31
Text,81,10,13,18,TRAIN_00077.jpg,284,31
Text,98,8,11,21,TRAIN_00077.jpg,284,31
Text,114,4,9,22,TRAIN_00077.jpg,284,31
Text,12,3,11,14,TRAIN_00078.jpg,388,27
Text,22,3,9,14,TRAIN_00078.jpg,388,27
Text,31,3,9,13,TRAIN_00078.jpg,388,27
Text,40,2,9,14,TRAIN_00078.jpg,388,27
Text,49,3,11,14,TRAIN_00078.jpg,388,27
Text,63,5,6,13,TRAIN_00078.jpg,388,27
Text,82,4,13,16,TRAIN_00078.jpg,388,27
Text,101,5,12,16,TRAIN_00078.jpg,388,27
Text,119,6,14,14,TRAIN_00078.jpg,388,27
Text,138,6,13,13,TRAIN_00078.jpg,388,27
Text,156,5,11,15,TRAIN_00078.jpg,388,27
Text,5,19,11,15,TRAIN_00079.jpg,388,36
Text,15,20,9,14,TRAIN_00079.jpg,388,36
Text,24,21,13,14,TRAIN_00079.jpg,388,36
Text,38,22,7,11,TRAIN_00079.jpg,388,36
Text,83,18,18,18,TRAIN_00079.jpg,388,36
Text,103,18,14,17,TRAIN_00079.jpg,388,36
Text,122,16,9,18,TRAIN_00079.jpg,388,36
Text,139,21,16,14,TRAIN_00079.jpg,388,36
Text,157,22,13,14,TRAIN_00079.jpg,388,36
Text,174,22,15,14,TRAIN_00079.jpg,388,36
Text,191,22,14,13,TRAIN_00079.jpg,388,36
Text,9,12,12,21,TRAIN_00080.jpg,324,44
Text,26,13,13,20,TRAIN_00080.jpg,324,44
Text,44,8,11,24,TRAIN_00080.jpg,324,44
Text,62,15,16,16,TRAIN_00080.jpg,324,44
Text,81,10,11,20,TRAIN_00080.jpg,324,44
Text,97,14,13,19,TRAIN_00080.jpg,324,44
Text,114,14,17,18,TRAIN_00080.jpg,324,44
Text,12,3,10,14,TRAIN_00081.jpg,388,27
Text,22,4,8,13,TRAIN_00081.jpg,388,27
Text,30,3,10,14,TRAIN_00081.jpg,388,27
Text,39,3,9,14,TRAIN_00081.jpg,388,27
Text,47,3,14,14,TRAIN_00081.jpg,388,27
Text,62,4,7,13,TRAIN_00081.jpg,388,27
Text,83,2,15,18,TRAIN_00081.jpg,388,27
Text,102,2,13,17,TRAIN_00081.jpg,388,27
Text,119,3,15,17,TRAIN_00081.jpg,388,27
Text,137,2,12,17,TRAIN_00081.jpg,388,27
Text,32,2,9,13,TRAIN_00082.jpg,284,63
Text,41,3,10,13,TRAIN_00082.jpg,284,63
Text,51,3,9,13,TRAIN_00082.jpg,284,63
Text,60,2,9,13,TRAIN_00082.jpg,284,63
Text,69,3,10,13,TRAIN_00082.jpg,284,63
Text,78,2,12,13,TRAIN_00082.jpg,284,63
Text,31,39,11,13,TRAIN_00082.jpg,284,63
Text,46,39,12,15,TRAIN_00082.jpg,284,63
Text,64,41,12,14,TRAIN_00082.jpg,284,63
Text,80,42,10,13,TRAIN_00082.jpg,284,63
Text,4,16,11,15,TRAIN_00083.jpg,388,36
Text,14,16,9,14,TRAIN_00083.jpg,388,36
Text,22,16,13,15,TRAIN_00083.jpg,388,36
Text,37,17,7,14,TRAIN_00083.jpg,388,36
Text,83,16,13,17,TRAIN_00083.jpg,388,36
Text,100,16,12,16,TRAIN_00083.jpg,388,36
Text,117,17,13,16,TRAIN_00083.jpg,388,36
Text,138,15,11,17,TRAIN_00083.jpg,388,36
Text,154,16,13,19,TRAIN_00083.jpg,388,36
Text,3,12,11,15,TRAIN_00084.jpg,388,36
Text,13,12,9,14,TRAIN_00084.jpg,388,36
Text,22,12,13,15,TRAIN_00084.jpg,388,36
Text,37,14,7,15,TRAIN_00084.jpg,388,36
Text,80,13,16,16,TRAIN_00084.jpg,388,36
Text,98,12,13,17,TRAIN_00084.jpg,388,36
Text,118,12,14,17,TRAIN_00084.jpg,388,36
Text,136,14,14,15,TRAIN_00084.jpg,388,36
Text,154,14,14,16,TRAIN_00084.jpg,388,36
Text,172,13,14,17,TRAIN_00084.jpg,388,36
Text,190,13,14,17,TRAIN_00084.jpg,388,36
Text,205,12,16,18,TRAIN_00084.jpg,388,36
Text,226,14,13,16,TRAIN_00084.jpg,388,36
Text,242,14,16,19,TRAIN_00084.jpg,388,36
Text,36,3,10,13,TRAIN_00085.jpg,284,67
Text,46,4,9,13,TRAIN_00085.jpg,284,67
Text,55,3,9,13,TRAIN_00085.jpg,284,67
Text,64,4,10,12,TRAIN_00085.jpg,284,67
Text,73,4,10,12,TRAIN_00085.jpg,284,67
Text,82,3,12,12,TRAIN_00085.jpg,284,67
Text,37,41,12,11,TRAIN_00085.jpg,284,67
Text,53,42,11,11,TRAIN_00085.jpg,284,67
Text,67,43,11,9,TRAIN_00085.jpg,284,67
Text,82,43,13,10,TRAIN_00085.jpg,284,67
Text,99,43,10,9,TRAIN_00085.jpg,284,67
Text,113,41,11,11,TRAIN_00085.jpg,284,67
Text,8,13,13,13,TRAIN_00086.jpg,324,44
Text,28,14,13,13,TRAIN_00086.jpg,324,44
Text,46,15,9,12,TRAIN_00086.jpg,324,44
Text,64,15,10,11,TRAIN_00086.jpg,324,44
Text,82,14,12,13,TRAIN_00086.jpg,324,44
Text,20,4,10,13,TRAIN_00087.jpg,388,34
Text,29,4,9,13,TRAIN_00087.jpg,388,34
Text,37,4,10,13,TRAIN_00087.jpg,388,34
Text,47,4,9,13,TRAIN_00087.jpg,388,34
Text,55,4,13,13,TRAIN_00087.jpg,388,34
Text,70,5,6,13,TRAIN_00087.jpg,388,34
Text,89,4,14,16,TRAIN_00087.jpg,388,34
Text,109,3,11,15,TRAIN_00087.jpg,388,34
Text,128,3,11,16,TRAIN_00087.jpg,388,34
Text,144,0,7,16,TRAIN_00087.jpg,388,34
Text,164,2,11,17,TRAIN_00087.jpg,388,34
Text,180,7,10,7,TRAIN_00087.jpg,388,34
Text,196,2,13,19,TRAIN_00087.jpg,388,34
Text,217,1,11,18,TRAIN_00087.jpg,388,34
Text,232,2,13,17,TRAIN_00087.jpg,388,34
Text,251,2,13,16,TRAIN_00087.jpg,388,34
Text,31,12,10,11,TRAIN_00088.jpg,284,50
Text,40,12,11,12,TRAIN_00088.jpg,284,50
Text,51,13,11,11,TRAIN_00088.jpg,284,50
Text,28,28,13,19,TRAIN_00088.jpg,284,50
Text,46,29,13,17,TRAIN_00088.jpg,284,50
Text,62,26,12,20,TRAIN_00088.jpg,284,50
Text,76,28,9,16,TRAIN_00088.jpg,284,50
Text,90,30,15,13,TRAIN_00088.jpg,284,50
Text,109,30,13,14,TRAIN_00088.jpg,284,50
Text,25,8,13,19,TRAIN_00089.jpg,284,31
Text,37,11,11,18,TRAIN_00089.jpg,284,31
Text,47,8,9,21,TRAIN_00089.jpg,284,31
Text,55,11,5,18,TRAIN_00089.jpg,284,31
Text,60,10,12,20,TRAIN_00089.jpg,284,31
Text,73,7,11,21,TRAIN_00089.jpg,284,31
Text,84,7,10,21,TRAIN_00089.jpg,284,31
Text,95,8,11,20,TRAIN_00089.jpg,284,31
Text,4,14,11,13,TRAIN_00090.jpg,388,36
Text,13,15,10,13,TRAIN_00090.jpg,388,36
Text,23,15,13,13,TRAIN_00090.jpg,388,36
Text,38,15,6,13,TRAIN_00090.jpg,388,36
Text,82,16,13,16,TRAIN_00090.jpg,388,36
Text,102,15,12,14,TRAIN_00090.jpg,388,36
Text,120,18,13,13,TRAIN_00090.jpg,388,36
Text,136,17,12,14,TRAIN_00090.jpg,388,36
Text,155,18,10,13,TRAIN_00090.jpg,388,36
Text,171,17,15,13,TRAIN_00090.jpg,388,36
Text,18,8,18,21,TRAIN_00091.jpg,284,31
Text,38,10,13,17,TRAIN_00091.jpg,284,31
Text,54,14,11,13,TRAIN_00091.jpg,284,31
Text,67,13,13,15,TRAIN_00091.jpg,284,31
Text,84,12,12,17,TRAIN_00091.jpg,284,31
Text,100,10,11,17,TRAIN_00091.jpg,284,31
Text,115,9,15,18,TRAIN_00091.jpg,284,31
Text,30,5,11,12,TRAIN_00092.jpg,284,46
Text,40,6,10,11,TRAIN_00092.jpg,284,46
Text,50,5,12,12,TRAIN_00092.jpg,284,46
Text,30,24,11,18,TRAIN_00092.jpg,284,46
Text,43,23,13,17,TRAIN_00092.jpg,284,46
Text,60,21,13,19,TRAIN_00092.jpg,284,46
Text,76,24,13,16,TRAIN_00092.jpg,284,46
Text,92,25,13,15,TRAIN_00092.jpg,284,46
Text,108,23,12,17,TRAIN_00092.jpg,284,46
Text,123,23,13,18,TRAIN_00092.jpg,284,46
Text,6,11,17,21,TRAIN_00093.jpg,324,44
Text,24,12,16,21,TRAIN_00093.jpg,324,44
Text,42,11,14,22,TRAIN_00093.jpg,324,44
Text,60,8,17,24,TRAIN_00093.jpg,324,44
Text,80,11,14,23,TRAIN_00093.jpg,324,44
Text,98,10,12,23,TRAIN_00093.jpg,324,44
Text,114,9,15,23,TRAIN_00093.jpg,324,44
Text,17,5,14,14,TRAIN_00094.jpg,284,31
Text,33,5,11,18,TRAIN_00094.jpg,284,31
Text,48,3,11,16,TRAIN_00094.jpg,284,31
Text,63,4,11,15,TRAIN_00094.jpg,284,31
Text,80,2,11,19,TRAIN_00094.jpg,284,31
Text,96,4,12,15,TRAIN_00094.jpg,284,31
Text,112,2,10,15,TRAIN_00094.jpg,284,31
Text,127,4,9,16,TRAIN_00094.jpg,284,31
Text,141,5,11,15,TRAIN_00094.jpg,284,31
Text,158,3,11,19,TRAIN_00094.jpg,284,31
Text,174,3,8,16,TRAIN_00094.jpg,284,31
Text,188,4,11,17,TRAIN_00094.jpg,284,31
Text,3,13,11,13,TRAIN_00095.jpg,388,36
Text,12,13,11,14,TRAIN_00095.jpg,388,36
Text,22,14,13,14,TRAIN_00095.jpg,388,36
Text,36,15,7,11,TRAIN_00095.jpg,388,36
Text,79,15,20,15,TRAIN_00095.jpg,388,36
Text,100,11,14,22,TRAIN_00095.jpg,388,36
Text,115,14,18,18,TRAIN_00095.jpg,388,36
Text,137,11,17,20,TRAIN_00095.jpg,388,36
Text,154,11,13,23,TRAIN_00095.jpg,388,36
Text,172,8,13,23,TRAIN_00095.jpg,388,36
Text,185,12,20,17,TRAIN_00095.jpg,388,36
Text,10,11,14,20,TRAIN_00096.jpg,324,44
Text,29,12,14,19,TRAIN_00096.jpg,324,44
Text,46,13,17,22,TRAIN_00096.jpg,324,44
Text,65,12,14,22,TRAIN_00096.jpg,324,44
Text,80,12,17,24,TRAIN_00096.jpg,324,44
Text,98,12,17,23,TRAIN_00096.jpg,324,44
Text,30,6,11,13,TRAIN_00097.jpg,284,46
Text,40,7,10,12,TRAIN_00097.jpg,284,46
Text,49,6,12,12,TRAIN_00097.jpg,284,46
Text,31,26,10,14,TRAIN_00097.jpg,284,46
Text,44,25,13,15,TRAIN_00097.jpg,284,46
Text,59,26,12,17,TRAIN_00097.jpg,284,46
Text,74,26,13,15,TRAIN_00097.jpg,284,46
Text,90,24,13,16,TRAIN_00097.jpg,284,46
Text,107,25,11,16,TRAIN_00097.jpg,284,46
Text,121,25,11,18,TRAIN_00097.jpg,284,46
Text,0,0,5,10,TRAIN_00098.jpg,388,36
Text,6,0,9,10,TRAIN_00098.jpg,388,36
Text,16,0,9,10,TRAIN_00098.jpg,388,36
Text,25,0,9,10,TRAIN_00098.jpg,388,36
Text,36,0,10,12,TRAIN_00098.jpg,388,36
Text,46,0,9,11,TRAIN_00098.jpg,388,36
Text,54,0,10,12,TRAIN_00098.jpg,388,36
Text,65,0,9,11,TRAIN_00098.jpg,388,36
Text,76,0,10,11,TRAIN_00098.jpg,388,36
Text,86,0,9,11,TRAIN_00098.jpg,388,36
Text,93,0,7,11,TRAIN_00098.jpg,388,36
Text,99,0,8,11,TRAIN_00098.jpg,388,36
Text,110,0,13,12,TRAIN_00098.jpg,388,36
Text,126,0,18,17,TRAIN_00098.jpg,388,36
Text,146,0,14,14,TRAIN_00098.jpg,388,36
Text,162,0,18,14,TRAIN_00098.jpg,388,36
Text,183,0,15,18,TRAIN_00098.jpg,388,36
Text,202,0,16,18,TRAIN_00098.jpg,388,36
Text,219,0,17,21,TRAIN_00098.jpg,388,36
Text,239,0,13,17,TRAIN_00098.jpg,388,36
Text,6,23,10,13,TRAIN_00098.jpg,388,36
Text,16,23,13,13,TRAIN_00098.jpg,388,36
Text,31,26,7,10,TRAIN_00098.jpg,388,36
Text,77,22,13,14,TRAIN_00098.jpg,388,36
Text,7,11,13,20,TRAIN_00099.jpg,324,44
Text,24,14,13,18,TRAIN_00099.jpg,324,44
Text,42,15,14,19,TRAIN_00099.jpg,324,44
Text,61,14,15,17,TRAIN_00099.jpg,324,44
Text,81,16,14,15,TRAIN_00099.jpg,324,44
Text,97,14,13,16,TRAIN_00099.jpg,324,44
Text,10,14,17,16,TRAIN_00100.jpg,324,44
Text,31,13,12,17,TRAIN_00100.jpg,324,44
Text,46,14,12,17,TRAIN_00100.jpg,324,44
Text,64,18,15,12,TRAIN_00100.jpg,324,44
Text,83,15,14,16,TRAIN_00100.jpg,324,44
Text,33,10,11,12,TRAIN_00101.jpg,284,50
Text,43,10,10,13,TRAIN_00101.jpg,284,50
Text,53,10,11,13,TRAIN_00101.jpg,284,50
Text,34,29,14,15,TRAIN_00101.jpg,284,50
Text,48,30,12,14,TRAIN_00101.jpg,284,50
Text,64,29,11,14,TRAIN_00101.jpg,284,50
Text,80,29,11,15,TRAIN_00101.jpg,284,50
Text,22,4,9,12,TRAIN_00102.jpg,388,28
Text,31,3,9,13,TRAIN_00102.jpg,388,28
Text,39,3,10,13,TRAIN_00102.jpg,388,28
Text,49,3,10,12,TRAIN_00102.jpg,388,28
Text,58,4,13,12,TRAIN_00102.jpg,388,28
Text,72,5,7,11,TRAIN_00102.jpg,388,28
Text,89,3,18,14,TRAIN_00102.jpg,388,28
Text,114,4,9,13,TRAIN_00102.jpg,388,28
Text,130,6,14,13,TRAIN_00102.jpg,388,28
Text,149,6,12,12,TRAIN_00102.jpg,388,28
Text,162,5,13,13,TRAIN_00102.jpg,388,28
Text,182,2,13,16,TRAIN_00102.jpg,388,28
Text,199,0,16,18,TRAIN_00102.jpg,388,28
Text,219,3,14,14,TRAIN_00102.jpg,388,28
Text,9,12,15,22,TRAIN_00103.jpg,324,44
Text,30,15,12,17,TRAIN_00103.jpg,324,44
Text,47,15,12,17,TRAIN_00103.jpg,324,44
Text,65,17,13,15,TRAIN_00103.jpg,324,44
Text,82,15,12,16,TRAIN_00103.jpg,324,44
Text,99,17,13,14,TRAIN_00103.jpg,324,44
Text,116,18,15,15,TRAIN_00103.jpg,324,44
Text,137,21,11,7,TRAIN_00103.jpg,324,44
Text,154,14,14,15,TRAIN_00103.jpg,324,44
Text,172,14,12,16,TRAIN_00103.jpg,324,44
Text,190,16,13,14,TRAIN_00103.jpg,324,44
Text,208,15,14,16,TRAIN_00103.jpg,324,44
Text,224,16,12,15,TRAIN_00103.jpg,324,44
Text,15,9,16,17,TRAIN_00104.jpg,284,31
Text,35,9,12,17,TRAIN_00104.jpg,284,31
Text,53,7,12,17,TRAIN_00104.jpg,284,31
Text,70,8,14,17,TRAIN_00104.jpg,284,31
Text,7,11,11,14,TRAIN_00105.jpg,388,36
Text,18,12,9,13,TRAIN_00105.jpg,388,36
Text,27,12,13,13,TRAIN_00105.jpg,388,36
Text,40,14,7,11,TRAIN_00105.jpg,388,36
Text,86,7,15,20,TRAIN_00105.jpg,388,36
Text,104,11,18,16,TRAIN_00105.jpg,388,36
Text,125,9,15,17,TRAIN_00105.jpg,388,36
Text,141,8,13,18,TRAIN_00105.jpg,388,36
Text,155,8,18,17,TRAIN_00105.jpg,388,36
Text,175,7,15,19,TRAIN_00105.jpg,388,36
Text,192,9,14,16,TRAIN_00105.jpg,388,36
Text,210,9,16,17,TRAIN_00105.jpg,388,36
Text,230,9,17,17,TRAIN_00105.jpg,388,36
Text,247,9,14,16,TRAIN_00105.jpg,388,36
Text,7,15,17,18,TRAIN_00106.jpg,324,44
Text,26,11,11,22,TRAIN_00106.jpg,324,44
